file_path,filename,relative_path,composer,title,split,year,duration,file_size_bytes,number_of_notes,number_of_chords,total_musical_events,parsing_status,error_message,number_of_parts,instruments,tempo,time_signature,key,mode,key_correlation
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--3.midi,ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--3.midi,Frédéric Chopin,"Barcarolle, Op. 60",train,2013,536.13,53920,4307,224,32710,VALID,,2,Piano,120.0,4/4,F# major,major,0.846
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--1.midi,ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--1.midi,Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2013,602.16,70846,6862,275,43048,VALID,,2,Piano,120.0,4/4,C minor,minor,0.795
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--2.midi,ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--2.midi,Johann Sebastian Bach,"English Suite in A Minor, BWV 807",train,2013,821.34,63733,7352,182,40326,VALID,,2,Piano,120.0,4/4,A minor,minor,0.953
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--3.midi,ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--3.midi,Frédéric Chopin,"Ballade No. 1 in G Minor, Op. 23",train,2013,511.01,50230,4760,198,30510,VALID,,2,Piano,120.0,4/4,G minor,minor,0.847
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--1.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--1.midi,Johann Sebastian Bach,"Prelude from English Suite No. 6 in D Minor, BWV 811",train,2013,444.08,32493,4386,78,20750,VALID,,2,Piano,120.0,4/4,D minor,minor,0.955
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--2.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--2.midi,Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, 1st mov.",train,2013,330.76,49432,3553,197,29136,VALID,,2,Piano,120.0,4/4,E- major,major,0.903
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--3.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--3.midi,Sergei Rachmaninoff,"Elegie in E-flat Minor, Op. 3 No. 1",validation,2013,302.1,20938,1572,85,12560,VALID,,2,Piano,120.0,4/4,E- minor,minor,0.938
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.midi,Franz Liszt,"Transcendental Etude No. 8 ""Wilde Jagd""",test,2013,317.55,53163,5147,455,32492,VALID,,2,Piano,120.0,4/4,C minor,minor,0.813
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.midi,Johann Sebastian Bach,"Prelude & Fugue in B flat minor, Book I, BWV 867",train,2013,323.02,22982,1440,39,13634,VALID,,2,Piano,120.0,4/4,B- minor,minor,0.937
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--2.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--2.midi,Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, 1st mov.",train,2013,325.31,38541,3732,124,23278,VALID,,2,Piano,120.0,4/4,E- major,major,0.89
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--4.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--4.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--4.midi,Sergei Rachmaninoff,"Moment Musicaux, Op. 16 No. 5",train,2013,207.71,11447,1084,8,6976,VALID,,2,Piano,120.0,4/4,C# major,major,0.812
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--5.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--5.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--5.midi,Franz Liszt,"Paganini Etude No. 3, S. 141/3 ""La Campanella""",train,2013,255.07,35335,3826,130,21646,VALID,,2,Piano,120.0,4/4,G# minor,minor,0.739
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--1.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--1.midi,Johann Sebastian Bach,"Prelude and Fugue in G-sharp Minor, WTC I, BWV 863",test,2013,269.32,10040,1280,38,6096,VALID,,2,Piano,120.0,4/4,G# minor,minor,0.938
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.midi,Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, 1st mov.",train,2013,534.7,57654,6182,219,35832,VALID,,2,Piano,120.0,4/4,A minor,minor,0.785
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--3.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--3.midi,Frédéric Chopin,Etude Op. 25 No. 6,train,2013,120.68,20985,2308,81,12884,VALID,,2,Piano,120.0,4/4,B major,major,0.759
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.midi,Johann Sebastian Bach,"Prelude and Fugue in A-flat Major, WTC I, BWV 862",test,2013,208.19,9863,1487,35,6254,VALID,,2,Piano,120.0,4/4,A- major,major,0.856
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--2.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--2.midi,Joseph Haydn,"Sonata in C Major, Hob. XVI:50, 1st mov.",train,2013,290.96,26200,3302,103,16558,VALID,,2,Piano,120.0,4/4,C major,major,0.897
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--3.midi,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--3.midi,Sergei Rachmaninoff,Etude-Tableaux Op. 39 No. 5,test,2013,262.04,29547,3368,272,18656,VALID,,2,Piano,120.0,4/4,E- minor,minor,0.835
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.midi,Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",train,2013,211.06,15557,2173,31,10026,VALID,,2,Piano,120.0,4/4,C# major,major,0.929
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--2.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--2.midi,Wolfgang Amadeus Mozart,"Sonata in D Major, K. 576, I - Allegro",train,2013,214.96,19751,2009,44,12078,VALID,,2,Piano,120.0,4/4,D major,major,0.89
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--3.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--3.midi,Wolfgang Amadeus Mozart,"Sonata in D Major, K. 576, II - Adagio",train,2013,285.36,18190,1389,19,11098,VALID,,2,Piano,120.0,4/4,F# minor,minor,0.861
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--4.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--4.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--4.midi,Franz Liszt,"Concert Etude ""La Leggierezza""",train,2013,303.81,32370,3241,58,19780,VALID,,2,Piano,120.0,4/4,G# minor,minor,0.467
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--5.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--5.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--5.midi,Robert Schumann,"ABEGG Variations, Op. 1",train,2013,450.52,54479,5225,87,32978,VALID,,2,Piano,120.0,4/4,F major,major,0.934
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--2.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--2.midi,Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3, 1st mov.",train,2013,397.79,45051,4586,149,27736,VALID,,2,Piano,120.0,4/4,D major,major,0.866
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--3.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--3.midi,Franz Liszt,Transcendental Etude No. 10 in F Minor,test,2013,257.28,41306,4470,194,25292,VALID,,2,Piano,120.0,4/4,F minor,minor,0.816
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--4.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--4.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--4.midi,Robert Schumann,"ABEGG Variations, Op. 1",train,2013,451.66,68101,5892,106,40422,VALID,,2,Piano,120.0,4/4,F major,major,0.922
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.midi,Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II, BWV 875",validation,2013,213.62,15353,1852,26,9638,VALID,,2,Piano,120.0,4/4,D minor,minor,0.929
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--2.midi,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--2.midi,Joseph Haydn,"Sonata in C Minor, Hob. XVI:20, 1st mov.",test,2013,317.54,27568,2231,21,16624,VALID,,2,Piano,120.0,4/4,E- major,major,0.928
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi,ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi,Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D935",train,2013,634.48,70706,5929,171,42574,VALID,,2,Piano,120.0,4/4,B- major,major,0.806
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,Claude Debussy,"Preludes, Book II, III - La puerta del vino",train,2013,179.32,13400,932,17,7874,VALID,,2,Piano,120.0,4/4,C# major,major,0.657
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--5.midi,ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--5.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--5.midi,Franz Liszt,Hungarian Rhapsody No. 15 in A Minor,validation,2013,313.97,49993,5064,406,30632,VALID,,2,Piano,120.0,4/4,A major,major,0.794
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--1.midi,ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--1.midi,Frédéric Chopin,Etudes Op. 25 Nos. 1-5,train,2013,656.75,79652,8219,221,48864,VALID,,2,Piano,120.0,4/4,F minor,minor,0.623
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi,ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi,Franz Schubert,"Impromptu Op. 90 No. 2 in E-flat Major, D899",train,2013,267.37,31743,3018,66,19220,VALID,,2,Piano,120.0,4/4,E- minor,minor,0.786
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--1.midi,ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--1.midi,Franz Schubert,Impromptu Op. 90 No. 1 in C Minor,train,2013,519.36,51672,4398,250,31558,VALID,,2,Piano,120.0,4/4,C minor,minor,0.841
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--3.midi,ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--3.midi,Franz Liszt,"Ballade No. 2 in B Minor, S 171",train,2013,747.9,66521,6667,273,41172,VALID,,2,Piano,120.0,4/4,B major,major,0.696
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,Alexander Scriabin,Fantasy Op. 28 in B Minor,train,2013,512.16,58029,6023,234,35586,VALID,,2,Piano,120.0,4/4,B minor,minor,0.908
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--1.midi,ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--1.midi,Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2013,663.11,64112,6823,190,39704,VALID,,2,Piano,120.0,4/4,C minor,minor,0.818
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,Franz Schubert,"Sonata in A Major, Op. 120, I. Allegro moderato",test,2013,339.79,34227,2268,51,20588,VALID,,2,Piano,120.0,4/4,A major,major,0.875
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,Claude Debussy,L'isle joyeuse,train,2013,350.08,43042,4408,154,26338,VALID,,2,Piano,120.0,4/4,C# minor,minor,0.637
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--4.midi,ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--4.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--4.midi,Franz Liszt,"Rhapsodie Espagnole, S. 254",train,2013,771.03,98512,10811,493,60988,VALID,,2,Piano,120.0,4/4,F# minor,minor,0.846
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--1.midi,ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--1.midi,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80",train,2013,590.6,73176,6859,262,44492,VALID,,2,Piano,120.0,4/4,C minor,minor,0.834
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--2.midi,ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--2.midi,Frédéric Chopin,"Sonata No. 2 in B-flat Minor, Op. 35",test,2013,1127.25,135501,10616,583,81158,VALID,,2,Piano,120.0,4/4,C# major,major,0.836
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.midi,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.midi,Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",train,2013,352.83,27736,2336,51,17020,VALID,,2,Piano,120.0,4/4,B minor,minor,0.884
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--2.midi,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--2.midi,Ludwig van Beethoven,"Sonata No. 21 in C major, Op. 53, 1st mov.",train,2013,507.0,59125,6226,200,36430,VALID,,2,Piano,120.0,4/4,C major,major,0.803
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--3.midi,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--3.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--3.midi,Sergei Rachmaninoff,"Prelude in D Major, Op. 23, No. 4",train,2013,263.72,14853,1296,30,8956,VALID,,2,Piano,120.0,4/4,D major,major,0.844
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--2.midi,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--2.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--2.midi,Johann Sebastian Bach,"Prelude and Fugue in F-sharp Minor, WTC II, BWV 883",validation,2013,401.08,22045,2235,52,13522,VALID,,2,Piano,120.0,4/4,F# minor,minor,0.967
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--4.midi,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--4.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--4.midi,Felix Mendelssohn,"Rondo Capriccioso in E Minor, Op. 14",validation,2013,362.84,46567,4452,199,28132,VALID,,2,Piano,120.0,4/4,E minor,minor,0.904
C:\Users\banka\OneDrive\Desktop\maestro-v3.0.0-midi\maestro-v3.0.0\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,Johann Sebastian Bach,"Prelude and Fugue in G Major, WTC I, BWV 860",train,2013,220.69,15182,2230,62,9944,VALID,,2,Piano,120.0,4/4,E minor,minor,0.906
